灵梦,普通,NULL,NULL,障壁强化,阴之气力,幻觉弹,金属针,森罗结界,降神,追踪弹
灵梦,防御,NULL,NULL,铁壁之势,NULL,回旋幻想,应急处理,破邪之箭,NULL,精确瞄准,梦幻泡影,超越神技,NULL
映姬,防御,NULL,NULL,无我之境,NULL,鬼魂波动,月亮加护,星火术,NULL,天罚一击,暗影之力,精确瞄准,NULL
阿求,普通,NULL,NULL,防壁强化,阴之气力,齐射,天神加护,超限激光,先读,追踪弹
阿求,防御,NULL,NULL,NULL,NULL,狐火,月亮加护,反射镜,NULL,应急处理,卡戎饰符,回旋幻想,NULL
阿求,辅助,NULL,NULL,NULL,NULL,圣艾尔摩之火,集中豪雨,荆棘之藤,NULL,黑洞,破灭之声,回旋幻想,NULL
依姬,普通,NULL,NULL,专心致志,阴之气力,开膛手,天使的阶梯,降神,归还之刃,天光之舞
依姬,力量,NULL,NULL,NULL,NULL,舞蹈之剑,八幡神加护,大地解放,拉普拉斯之眼,一闪,NULL,弧光,NULL
依姬,速度,NULL,NULL,NULL,NULL,石钉,隐形陷阱,归还之刃,雷切,奋斗之势,NULL,一闪,NULL
丰姬,普通,NULL,NULL,泥泞,阳之气力,肥皂泡,山体滑坡,水之舞,干旱,巨石阵
丰姬,防御,NULL,NULL,NULL,NULL,灵力之恩惠,懒散迷雾,退潮,NULL,地相显现「玄武」,冰河时代,土石巨浪,NULL
丰姬,力量,NULL,NULL,NULL,NULL,风之波动,懒散迷雾,退潮,NULL,冰河时代,巨暴流,水压加农,NULL
玉兔,普通,NULL,NULL,听天由命,阳之气力,扩散光束,磷火,忍耐,火花射击,毁灭
玉兔,速度,NULL,NULL,乱射,摇动齿轮,紫电,春一番,月亮加护,未知的闪焰,NULL,间歇泉,重力炮,NULL
玉兔,力量,NULL,NULL,交叉反击,水鏡,恶作剧,奋斗之势,收支结算,NULL,奋战,风中之烛,归燕,NULL
静叶,普通,NULL,NULL,根流,阴之气力,寄生虫,寒冷秋风,吸血种子,苹果炸弹,妖虫的鳞粉
静叶,速度,NULL,NULL,NULL,NULL,强力汲取,荆棘之藤,翻滚植物,鼓舞,NULL,饥饿之声,神秘之風,NULL
静叶,力量,NULL,NULL,NULL,NULL,大龙卷,荆棘之藤,翻滚植物,灵力之恩惠,NULL,饥饿之声,风炎焚风,NULL
穰子,普通,NULL,NULL,根流,阳之气力,撒豆子,石砾,吸血种子,雪月花,幻惑花粉
穰子,力量,NULL,NULL,NULL,NULL,能量吸收,荆棘之藤,NULL,彩光百花,弧光,散华秋风舞,妖精之舞,NULL
穰子,防御,NULL,NULL,恶作剧,NULL,能量吸收,荆棘之藤,山崩,迷雾,灵力之恩惠,NULL,震天动地,NULL
雏,普通,NULL,NULL,感染,阴之气力,紫色烟雾,鬼计,毒性陷阱,复仇,瘴气
雏,防御,NULL,NULL,刺耳尖叫,喜悦之舞,灰尘炸弹,卡戎饰符,狐火,痛苦加深,NULL,剧毒新星,诅咒返还,NULL
雏,辅助,NULL,NULL,刺耳尖叫,悲哀旋律,恐慌呼叫,人形的怨返,狐火,灰尘炸弹,NULL,束缚陷阱,死者的呼声,NULL
荷取,普通,NULL,NULL,泥泞,阴之气力,水球,节俭精神,飞锤,干旱,水刀
荷取,力量,NULL,NULL,迷彩,摇动齿轮,反向飞身压,大暴雨,飞瀑,反乱冲击,NULL,铁块冲撞,巨浪,NULL
荷取,速度,NULL,NULL,迷彩,摇动齿轮,球状闪电,懒散迷雾,雷霆之力,NULL,土石巨浪,雷帝之怒,水压加农,NULL
椛,普通,NULL,NULL,专心致志,阴之气力,开膛手,寒冷秋风,忍耐,收支结算,十字斩
椛,速度,NULL,NULL,NULL,NULL,杀戮之咬,归燕,两手准备,NULL,灵魂冲刺,菊水,威风堂堂,NULL
椛,防御,NULL,NULL,隐形陷阱,NULL,杀戮之咬,铁壁之势,两手准备,石钉,NULL,菊水,流星吐息,NULL
早苗,普通,NULL,NULL,听天由命,阳之气力,偏西风,肥皂泡,纯水帷幕,气象显现「微风」,舞风
早苗,力量,NULL,NULL,NULL,NULL,风之波动,软泥喷射,降神,懒散迷雾,NULL,巨暴流,风神加护,NULL
早苗,速度,NULL,NULL,NULL,NULL,风之波动,宝石风暴,降神,NULL,不稳定的地平线,巨暴流,太刀风,NULL
神奈子,普通,NULL,NULL,突风,阴之气力,寒冷秋风,石雨,生命之泉,气象显现「黄砂」,龙卷风
神奈子,防御,NULL,NULL,NULL,NULL,震击刻印,咆哮,NULL,风神加护,风炎焚风,流星吐息,天变地异,NULL
神奈子,力量,NULL,NULL,NULL,NULL,震击刻印,咆哮,花鸟风月,风神加护,风炎焚风,NULL,桃弧棘矢,NULL
诹访子,普通,NULL,NULL,泥泞,阳之气力,肥皂泡,扩散光束,山体滑坡,气象显现「浓雾」,软泥喷射
诹访子,速度,NULL,NULL,NULL,NULL,集中豪雨,巨石阵,地走舞,土石巨浪,冷雨,NULL,水压加农,NULL
诹访子,防御,NULL,NULL,NULL,NULL,皇家棱镜,尘旋之门,反射镜,NULL,流星吐息,天变地异,铁块冲撞,NULL
衣玖,普通,NULL,NULL,雷鸣,阳之气力,雷击,夜间大风,闪电充电,强力磁场,雷云之瞳
衣玖,力量,NULL,NULL,NULL,NULL,电波闪焰,间歇泉,疾风迅雷,闪燃,雷霆之力,NULL,雷帝之怒,NULL
衣玖,速度,NULL,NULL,NULL,NULL,电波闪焰,震击刻印,盗窃之风,粉碎旋击,鼓舞,NULL,雷神之锤,NULL
天子,普通,NULL,NULL,防壁强化,阴之气力,泥团子,天使的阶梯,忍耐,复仇,灵石乱舞
天子,力量,NULL,NULL,NULL,NULL,石钉,交叉俯冲,地走舞,流星吐息,一闪,NULL,天变地异,NULL
天子,防御,NULL,NULL,精确瞄准,NULL,尘旋之门,破邪之箭,NULL,流星吐息,铁壁之势,无我之境,震天动地,NULL
琪斯美,普通,NULL,NULL,摩擦热,阳之气力,血腥风暴,玩火,狐火,甜美噩梦,恐慌呼叫
琪斯美,辅助,NULL,NULL,攻击均分,NULL,无限之暗,铝热剂,回燃,应急处理,NULL,炎龙之舞,破灭之声,NULL
琪斯美,防御,NULL,NULL,攻击均分,NULL,拉普拉斯之眼,海市蜃楼,水鏡,应急处理,NULL,冰狱,破灭之声,NULL
山女,普通,NULL,NULL,感染,阳之气力,猛毒瓦斯,石砾,毒性陷阱,地走舞,负之雾
山女,力量,NULL,NULL,急袭,英勇之歌,谜之液体,宝石风暴,痛苦加深,刺耳尖叫,毒性炸弹,NULL,毒液强袭,NULL
山女,辅助,NULL,NULL,急袭,NULL,毒箭,交换圈,饥饿之声,NULL,纠缠根须,剧毒新星,白百合之舞,NULL
帕露西,普通,NULL,NULL,深夜,阴之气力,孤单的影子人形,临死体验,小心怨灵,毒性陷阱,影子炸弹
帕露西,防御,NULL,NULL,NULL,NULL,卡戎饰符,诅咒,诅咒返还,日全食,NULL,潜行之茜,暗夜传染,NULL
帕露西,辅助,NULL,NULL,NULL,NULL,恐慌呼叫,灰尘炸弹,诅咒返还,交换圈,NULL,戈尔贡之瞳,暗夜传染,NULL
勇仪,普通,NULL,NULL,受身,阴之气力,正拳突击,交叉反击,八幡神加护,逆境一击,不动心
勇仪,力量,NULL,NULL,NULL,NULL,升阳,崩坏射击,底力,NULL,交叉俯冲,炼狱炎舞,真空破断拳,NULL
勇仪,速度,NULL,NULL,NULL,NULL,强袭射击,开瓶起子,NULL,咆哮,突发洪水,交叉俯冲,舍命式,NULL
觉,普通,NULL,NULL,阳炎,阳之气力,磷火,坏月亮,恶梦的回忆,镜像,假想朋友
觉,防御,NULL,NULL,渐弱音,定位,虚像,水鏡,二重身,负之嘲笑,NULL,暗黑甜点,大灾变,NULL
觉,辅助,NULL,NULL,NULL,NULL,交叉反击,鼓舞,临死体验,水鏡,幸运彩虹,NULL,死者的呼声,NULL
燐,普通,NULL,NULL,摩擦热,阴之气力,火球,鬼计,铝热剂,临死体验,虎奔
燐,速度,NULL,NULL,NULL,NULL,升阳,爆裂火炎,杀戮之咬,暗影之力,交换圈,NULL,炼狱炎舞,NULL
燐,力量,NULL,NULL,NULL,NULL,影子炸弹,爆裂火炎,狐火,NULL,烈火,亡灵午夜,死者的呼声,NULL
空,普通,NULL,NULL,摩擦热,阳之气力,玩火,原初之光,闪光弹,漫反射激光,耀斑
空,力量,NULL,NULL,NULL,NULL,太阳加护,原子能,NULL,拉普拉斯之眼,风炎焚风,光通量,火燕舞踏,NULL
空,速度,NULL,NULL,黎明的大火,NULL,大火枪,震荡,相位反转,NULL,排山倒海,火山,爆炸,NULL
恋,普通,NULL,NULL,阳炎,阳之气力,扩散光束,天神加护,雷霆帷幕,虚像,毁灭
恋,力量,NULL,NULL,鲨鱼交易,NULL,英勇之歌,NULL,三效合一,雷帝之怒,冷雨,炼狱,弹幕乱舞,NULL
恋,辅助,NULL,NULL,鲨鱼交易,NULL,二重身,不可思议的波动,三效合一,定位,精神控制,NULL,大灾变,NULL
娜兹玲,普通,NULL,NULL,虎视眈眈,阴之气力,泥团子,飞锤,隐形陷阱,虎奔,皇家棱镜
娜兹玲,速度,NULL,NULL,NULL,NULL,杀戮之咬,飞石流弹,NULL,翻滚植物,猛进之势,流星吐息,铁块冲撞,NULL
娜兹玲,防御,NULL,NULL,NULL,NULL,杀戮之咬,飞石流弹,归燕,应急处理,NULL,剧毒新星,流星吐息,NULL
小伞,普通,NULL,NULL,障壁强化,阳之气力,肥皂泡,夜间大风,天神加护,正后方是谁,集中豪雨
小伞,辅助,NULL,NULL,NULL,NULL,水之音,软泥喷射,神速空袭,NULL,冷雨,巨暴流,妖精之舞,NULL
小伞,速度,NULL,NULL,NULL,NULL,星火术,鬼魂波动,神速空袭,月虹,冷雨,NULL,弧光,NULL
一轮＆云山,普通,NULL,NULL,防壁强化,阴之气力,正拳突击,逆境一击,鼓舞,强袭射击,杀手锏
一轮＆云山,力量,NULL,NULL,NULL,NULL,崩坏射击,拔刀斩,黑暗天球,飞石流弹,NULL,升天,爆裂拳,NULL
一轮＆云山,防御,NULL,NULL,NULL,NULL,生命爆发,雷切,底力,神之雷,NULL,雷神之锤,爆裂拳,NULL
村纱,普通,NULL,NULL,沉积岩,阴之气力,水球,鬼计,诅咒,暗影之力,水刀
村纱,力量,NULL,NULL,NULL,NULL,灵魂猎手,破灭之声,飞瀑,威风堂堂,NULL,铁块冲撞,巨浪,NULL
村纱,防御,NULL,NULL,NULL,NULL,飞瀑,甜美噩梦,三魂七魄离散,NULL,死神之舞,亡灵午夜,巨浪,NULL
星,普通,NULL,NULL,聚集之星,阳之气力,原初之光,雷击,山体滑坡,地走舞,火花十字
星,力量,NULL,NULL,NULL,NULL,星火术,气象显现「极光」,疾风迅雷,NULL,雷霆之力,脉冲激光,雷帝之怒,NULL
星,速度,NULL,NULL,NULL,NULL,光之枪,气象显现「极光」,疾风迅雷,流星吐息,NULL,奋斗之势,光通量,NULL
圣,普通,NULL,NULL,障壁强化,阳之气力,裂盔,原初之光,暗影步,韦驮天,速攻
圣,防御,NULL,NULL,NULL,NULL,激励,双突,紫电,鼓舞,英勇之歌,NULL,排山倒海,NULL
圣,速度,NULL,NULL,NULL,NULL,破邪之箭,NULL,舞蹈之剑,集中之势,奋斗之势,光通量,舍命式,NULL
鵺,普通,NULL,NULL,雷鸣,阴之气力,磷火,雷击,雷霆帷幕,虚像,负之雾
鵺,力量,NULL,NULL,NULL,NULL,盗电充电,电波闪焰,虎视眈眈,NULL,黎明的大火,回旋幻想,神之雷,NULL
鵺,防御,NULL,NULL,NULL,NULL,毒箭,刺耳尖叫,欢快节奏,潜行,NULL,栖木,回旋幻想,NULL
果,普通,NULL,NULL,障壁强化,阳之气力,偏西风,假想朋友,急袭,顺风,春一番
果,力量,NULL,NULL,暗影步,神之雷,龙卷风,隐形陷阱,雀蜂之舞,抱怨,NULL,巨暴流,侵攻转化,NULL
果,辅助,NULL,NULL,栖木,风神加护,未知的闪焰,正直者的大谎言,风之波动,鼓舞,NULL,疾风迅雷,神速空袭,NULL
华扇,普通,NULL,NULL,受身,阴之气力,正拳突击,幻觉弹,暗影步,逆境一击,拳背打
华扇,力量,NULL,NULL,NULL,NULL,灵气汲取,强袭射击,圣艾尔摩之火,交叉反击,暗影之力,NULL,交叉俯冲,NULL
华扇,辅助,NULL,NULL,神速空袭,诅咒,饥渴之魂,诅咒返还,合气之极意,精神控制,NULL,天罚一击,死神之舞,NULL
响子,普通,NULL,NULL,调侓,阳之气力,女高音,石砾,能量闪电,节奏还原,梦幻旋律
响子,力量,NULL,NULL,NULL,NULL,鼓舞,雷云之瞳,超高音调,英勇之歌,NULL,破灭之声,弹幕乐团,NULL
响子,辅助,NULL,NULL,NULL,NULL,鼓舞,应急处理,悲哀旋律,激励,NULL,不稳定的地平线,弹幕乐团,NULL
芳香,普通,NULL,NULL,防壁强化,阴之气力,淤泥球,小心怨灵,毒性陷阱,诅咒,逆境根性
芳香,力量,NULL,NULL,交叉反击,NULL,灰尘炸弹,Ｐ点,杀戮之咬,灵气汲取,NULL,全心全意,剧毒新星,NULL
芳香,防御,NULL,NULL,NULL,NULL,卡戎饰符,Ｐ点,负之雾,痛苦加深,NULL,剧毒螺旋,死神之舞,NULL
青娥,普通,NULL,NULL,沉积岩,阳之气力,人魂漫步,猛毒瓦斯,狐火,诅咒,诅咒返还
青娥,速度,NULL,NULL,攻击均分,NULL,痛苦加深,月亮加护,卡戎饰符,日全食,鬼魂波动,NULL,死者的呼声,NULL
青娥,力量,NULL,NULL,NULL,NULL,痛苦加深,谜之液体,鲨鱼交易,毒性炸弹,鬼魂波动,NULL,幻惑大流行,NULL
屠自古,普通,NULL,NULL,雷鸣,阴之气力,火花射击,鬼计,闪电充电,球状闪电,失落危机
屠自古,速度,NULL,NULL,NULL,NULL,天光之舞,闪电之枪,NULL,疾风迅雷,交换圈,光通量,雷神之锤,NULL
屠自古,防御,NULL,NULL,神之雷,NULL,四神加护,噬魂,NULL,疾风迅雷,骚灵现象,雷霆之力,雷帝之怒,NULL
布都,普通,NULL,NULL,听天由命,阳之气力,夜间大风,肥皂泡,地相显现「青龙」,地相显现「白虎」,四神加护
布都,速度,NULL,NULL,NULL,NULL,懒散迷雾,地相显现「玄武」,风之波动,冰河时代,NULL,巨暴流,白百合之舞,NULL
布都,力量,NULL,NULL,NULL,NULL,火之波动,地相显现「朱雀」,黎明的大火,NULL,土石巨浪,炼狱,人形的怨返,NULL
神子,普通,NULL,NULL,聚集之星,阴之气力,点灯,氛围音乐,相位反转,火柱,超限激光
神子,速度,NULL,NULL,NULL,NULL,光之枪,归还之刃,占星,NULL,超越神技,一闪,光通量,NULL
神子,力量,NULL,NULL,NULL,NULL,光之枪,火焰标枪,失落危机,NULL,超越神技,神圣耀斑,光通量,NULL
猯藏,普通,NULL,NULL,阳炎,阴之气力,幻觉弹,苹果炸弹,镜像,交叉互换,欺诈玉
猯藏,防御,NULL,NULL,追伐,NULL,强力汲取,古喰,海市蜃楼,奇迹的代价,潜行,NULL,桃弧棘矢,NULL
猯藏,力量,NULL,NULL,NULL,NULL,沙尘,杀戮之咬,海市蜃楼,奇迹的代价,NULL,梦幻泡影,流星吐息,NULL
小铃,普通,NULL,NULL,听天由命,阳之气力,齐射,恶作剧,磷火,木叶的螺旋道,乱射
小铃,防御,NULL,NULL,NULL,NULL,狐火,诅咒,电击,喜悦之舞,NULL,地雷陷阱,世界破碎,NULL
小铃,辅助,NULL,NULL,两手准备,荆棘之藤,迷彩,威风堂堂,太刀风,白雾,神秘之風,NULL,酒宴狂欢,NULL
心,普通,NULL,NULL,听天由命,阳之气力,扩散光束,螺旋,水之舞,炎蛇之舞,双突
心,防御,NULL,NULL,NULL,NULL,天神加护,合气之极意,喜悦之舞,灵力之恩惠,NULL,弹幕乱舞,死神之舞,NULL
心,力量,NULL,NULL,NULL,NULL,四神加护,NULL,电击,灵力之恩惠,弧光,弹幕乱舞,白百合之舞,NULL
若鹭姬,普通,NULL,NULL,调侓,阳之气力,肥皂泡,女高音,纯水帷幕,欢快节奏,软泥喷射
若鹭姬,力量,NULL,NULL,NULL,NULL,懒散迷雾,喜悦之舞,应急处理,无限音阶,NULL,水之吐息,妖精之舞,NULL
若鹭姬,速度,NULL,NULL,NULL,NULL,懒散迷雾,英勇之歌,应急处理,超高音调,NULL,水之吐息,巨暴流,NULL
赤蛮奇,普通,NULL,NULL,深夜,阴之气力,孤单的影子人形,小心怨灵,复仇,急袭,无知之暗
赤蛮奇,力量,NULL,NULL,NULL,NULL,失落危机,恐慌呼叫,欺诈玉,潜行,NULL,临战,暗夜传染,NULL
赤蛮奇,辅助,NULL,NULL,死神之舞,无限之暗,灵魂猎手,拉普拉斯之眼,迷彩,鬼魂波动,NULL,诅咒返还,暗夜传染,NULL
影狼,普通,NULL,NULL,深夜,阴之气力,阴影球,寒冷秋风,地雷陷阱,泥团子,虎奔
影狼,速度,NULL,NULL,NULL,NULL,神速空袭,月亮加护,NULL,春一番,鼓舞,暗黑甜点,暗黑演舞,NULL
影狼,力量,NULL,NULL,NULL,NULL,交换圈,杀戮之咬,咆哮,NULL,流星吐息,威风堂堂,暗夜传染,NULL
弁弁,普通,NULL,NULL,根流,阴之气力,嚎叫,苹果炸弹,吸血种子,摇篮曲,暗影步
弁弁,力量,NULL,NULL,NULL,NULL,交换圈,舞蹈线,收支结算,高频崩毁,NULL,雷切,爆音全发射,NULL
弁弁,防御,NULL,NULL,NULL,NULL,强力汲取,狐火,日全食,高频崩毁,NULL,潜行之茜,桃弧棘矢,NULL
八桥,普通,NULL,NULL,调侓,阳之气力,嚎叫,寄生虫,吸血种子,妖虫的鳞粉,梦幻旋律
八桥,速度,NULL,NULL,NULL,NULL,悲哀旋律,紫电,鼓舞,快速投掷,NULL,英勇之歌,弹幕乐团,NULL
八桥,防御,NULL,NULL,地相显现「玄武」,NULL,能量吸收,狐火,四神加护,蝴蝶之舞,NULL,诅咒返还,弹幕乐团,NULL
正邪,普通,NULL,NULL,感染,阴之气力,紫色烟雾,相位反转,喝倒彩,瘴气,虎奔
正邪,速度,NULL,NULL,交叉俯冲,NULL,灰尘炸弹,恐慌呼叫,灵力之恩惠,欢快节奏,沙尘,NULL,剧毒新星,NULL
正邪,防御,NULL,NULL,交叉俯冲,NULL,负之雾,负之嘲笑,潜行之茜,日全食,沙尘,NULL,剧毒新星,NULL
针妙丸,普通,NULL,NULL,防壁强化,阴之气力,开膛手,石雨,忍耐,集中之势,拔刀斩
针妙丸,防御,NULL,NULL,NULL,NULL,水鏡,破甲,铁壁之势,螺旋岩,NULL,菊水,震天动地,NULL
针妙丸,力量,NULL,NULL,NULL,NULL,奋战,破甲,风中之烛,NULL,舍命式,菊水,归燕,NULL
雷鼓,普通,NULL,NULL,雷鸣,阳之气力,雷击,圆舞曲,雷霆帷幕,球状闪电,火花十字
雷鼓,力量,NULL,NULL,NULL,NULL,猎犬噪音,怒吼,疾风迅雷,英勇之歌,超高音调,NULL,雷帝之怒,NULL
雷鼓,辅助,NULL,NULL,NULL,NULL,渐弱音,咆哮,疾风迅雷,力场屏障,超高音调,NULL,雷帝之怒,NULL
